مهندسی شيمی صنعتی شريف,62 آزمون کانون در2 سال,854 منطقه 1,1386 کشور
علوم کامپيوتر شهيد بهشتی تهران,19 آزمون کانون در1 سال,856 منطقه 1,1390 کشور
مهندسی مکانيک صنعتی اميرکبير,13 آزمون کانون در1 سال,856 منطقه 1,1390 کشور
مهندسی کامپيوتر علامه طباطبايی تهران,20 آزمون کانون در2 سال,431 منطقه 2,1390 کشور
مهندسی برق علم و صنعت ايران,8 آزمون کانون در1 سال,860 منطقه 1,1396 کشور
مهندسی کامپيوتر علم و صنعت ايران,21 آزمون کانون در1 سال,858 منطقه 1,1396 کشور
علوم کامپيوتر شهيد بهشتی تهران,35 آزمون کانون در2 سال,435 منطقه 2,1404 کشور
مهندسی عمران صنعتی شريف,26 آزمون کانون در2 سال,870 منطقه 1,1413 کشور
مهندسی عمران صنعتی شريف,9 آزمون کانون در1 سال,870 منطقه 1,1413 کشور
مهندسی پزشکی صنعتی اميرکبير,36 آزمون کانون در2 سال,873 منطقه 1,1416 کشور
مهندسی کامپيوتر دانشگاه شيراز,16 آزمون کانون در1 سال,880 منطقه 1,1430 کشور
مهندسی برق علم و صنعت ايران,51 آزمون کانون در3 سال,108 منطقه 3,1430 کشور
کارشناسی ارشد علوم قضايی علوم قضايی و خدمات اداری تهران,23 آزمون کانون در1 سال,883 منطقه 1,1436 کشور
علوم کامپيوتر صنعتی اميرکبير,85 آزمون کانون در2 سال,109 منطقه 3,1440 کشور
مهندسی کامپيوتر صنعتی شريف - پرديس خود گردان,41 آزمون کانون در2 سال,448 منطقه 2,1445 کشور
مهندسی برق علم و صنعت ايران,29 آزمون کانون در1 سال,452 منطقه 2,1454 کشور
فيزيک صنعتی شريف,34 آزمون کانون در1 سال,458 منطقه 2,1471 کشور
علوم کامپيوتر علم و صنعت ايران,25 آزمون کانون در1 سال,460 منطقه 2,1478 کشور
مهندسی کامپيوتر فردوسی مشهد,39 آزمون کانون در3 سال,111 منطقه 3,1485 کشور
فيزيک صنعتی شريف,21 آزمون کانون در1 سال,915 منطقه 1,1488 کشور
مهندسی برق علم و صنعت ايران,44 آزمون کانون در2 سال,917 منطقه 1,1490 کشور
مهندسی برق علم و صنعت ايران,16 آزمون کانون در1 سال,463 منطقه 2,1495 کشور
مهندسی کامپيوتر صنعتی اميرکبير,51 آزمون کانون در2 سال,112 منطقه 3,1497 کشور
فيزيک صنعتی شريف,67 آزمون کانون در5 سال,467 منطقه 2,1504 کشور
مهندسی کامپيوتر فردوسی مشهد,15 آزمون کانون در1 سال,928 منطقه 1,1507 کشور
علوم کامپيوتر شهيد بهشتی تهران,88 آزمون کانون در3 سال,469 منطقه 2,1511 کشور
مهندسی کامپيوتر صنعتی اميرکبير- پرديس خودگردان,35 آزمون کانون در3 سال,471 منطقه 2,1519 کشور
مهندسی مکانيک صنعتی شريف,20 آزمون کانون در1 سال,113 منطقه 3,1524 کشور
رياضيات و کاربردها صنعتی شريف,26 آزمون کانون در1 سال,473 منطقه 2,1526 کشور
مهندسی کامپيوتر صنعتی اصفهان,34 آزمون کانون در3 سال,944 منطقه 1,1535 کشور
مهندسی برق دانشگاه تهران,101 آزمون کانون در4 سال,116 منطقه 3,1538 کشور
مهندسی برق علم و صنعت ايران,33 آزمون کانون در2 سال,481 منطقه 2,1550 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی برق خواجه نصير تهران,9 آزمون کانون در1 سال,1177 منطقه 1,1975 کشور
علوم کامپيوتر خواجه نصير تهران,46 آزمون کانون در2 سال,648 منطقه 2,1975 کشور
فيزيک صنعتی شريف,49 آزمون کانون در2 سال,648 منطقه 2,1975 کشور
مهندسی کامپيوتر صنعتی اصفهان,36 آزمون کانون در2 سال,151 منطقه 3,1975 کشور
مهندسی مکانيک علم و صنعت ايران,10 آزمون کانون در1 سال,1179 منطقه 1,1980 کشور
مهندسی صنايع و سيستم ها علم و صنعت ايران,8 آزمون کانون در1 سال,1181 منطقه 1,1984 کشور
مهندسی شيمی صنعتی شريف,11 آزمون کانون در1 سال,152 منطقه 3,1984 کشور
مهندسی مکانيک صنعتی اصفهان,24 آزمون کانون در1 سال,1186 منطقه 1,1991 کشور
مهندسی عمران دانشگاه تهران,9 آزمون کانون در1 سال,1188 منطقه 1,1994 کشور
مهندسی مکانيک علم و صنعت ايران,48 آزمون کانون در4 سال,653 منطقه 2,1994 کشور
مهندسی کامپيوتر خوارزمی - تهران (کرج),47 آزمون کانون در2 سال,655 منطقه 2,1998 کشور
علوم کامپيوتر علم و صنعت ايران,21 آزمون کانون در1 سال,154 منطقه 3,2005 کشور
مهندسی عمران دانشگاه تهران,31 آزمون کانون در2 سال,1199 منطقه 1,2008 کشور
مهندسی برق خواجه نصير تهران,37 آزمون کانون در1 سال,656 منطقه 2,2008 کشور
مهندسی صنايع و سيستم ها علم و صنعت ايران,38 آزمون کانون در2 سال,660 منطقه 2,2022 کشور
علوم کامپيوتر خواجه نصير تهران,28 آزمون کانون در3 سال,663 منطقه 2,2026 کشور
مهندسی مکانيک دانشگاه تهران,70 آزمون کانون در3 سال,156 منطقه 3,2037 کشور
مهندسی مکانيک علم و صنعت ايران,88 آزمون کانون در4 سال,159 منطقه 3,2060 کشور
مهندسی صنايع و سيستم ها صنعتی شريف,61 آزمون کانون در2 سال,160 منطقه 3,2066 کشور
مهندسی معماری شهيد بهشتی تهران,19 آزمون کانون در1 سال,675 منطقه 2,2069 کشور
مهندسی هوا فضا صنعتی شريف,201 آزمون کانون در9 سال,679 منطقه 2,2079 کشور
مهندسی معماری صنعتی اميرکبير,18 آزمون کانون در1 سال,1243 منطقه 1,2084 کشور
مهندسی برق علم و صنعت ايران,22 آزمون کانون در1 سال,682 منطقه 2,2089 کشور
مهندسی مکانيک علم و صنعت ايران,29 آزمون کانون در1 سال,682 منطقه 2,2089 کشور
مهندسی مکانيک علم و صنعت ايران,74 آزمون کانون در3 سال,692 منطقه 2,2107 کشور
مهندسی کامپيوتر صنعتی نوشيروانی بابل,46 آزمون کانون در2 سال,697 منطقه 2,2113 کشور
علوم کامپيوتر خواجه نصير تهران-نوبت دوم,52 آزمون کانون در2 سال,1272 منطقه 1,2132 کشور
مهندسی کامپيوتر دانشگاه شيراز,98 آزمون کانون در4 سال,162 منطقه 3,2134 کشور
مهندسی صنايع و سيستم ها علم و صنعت ايران-نوبت دوم,28 آزمون کانون در1 سال,1274 منطقه 1,2137 کشور
مهندسی برق شهيد بهشتی تهران,73 آزمون کانون در3 سال,162 منطقه 3,2141 کشور
مهندسی برق خواجه نصير تهران,15 آزمون کانون در1 سال,1277 منطقه 1,2145 کشور
مهندسی شيمی دانشگاه تهران,106 آزمون کانون در3 سال,1277 منطقه 1,2145 کشور
مهندسی برق شهيد بهشتی تهران,30 آزمون کانون در1 سال,705 منطقه 2,2145 کشور
مهندسی برق صنعتی اميرکبير- پرديس خودگردان,38 آزمون کانون در2 سال,708 منطقه 2,2151 کشور
مهندسی کامپيوتر دانشگاه الزهرا,39 آزمون کانون در1 سال,711 منطقه 2,2161 کشور
مهندسی مکانيک علم و صنعت ايران,27 آزمون کانون در2 سال,717 منطقه 2,2174 کشور
مهندسی مکانيک علم و صنعت ايران,9 آزمون کانون در1 سال,717 منطقه 2,2174 کشور
مهندسی صنايع و سيستم ها علم و صنعت ايران,218 آزمون کانون در8 سال,721 منطقه 2,2180 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی کامپيوتر صنعتی اصفهان,24 آزمون کانون در1 سال,564 منطقه 2,1763 کشور
مهندسی برق علم و صنعت ايران,160 آزمون کانون در4 سال,564 منطقه 2,1763 کشور
مهندسی هوا فضا صنعتی شريف,13 آزمون کانون در1 سال,567 منطقه 2,1769 کشور
مهندسی کامپيوتر فردوسی مشهد,31 آزمون کانون در1 سال,567 منطقه 2,1769 کشور
مهندسی کامپيوتر دانشگاه الزهرا,47 آزمون کانون در1 سال,567 منطقه 2,1769 کشور
مهندسی کامپيوتر صنعتی اصفهان,47 آزمون کانون در3 سال,570 منطقه 2,1773 کشور
مهندسی معماری دانشگاه تهران,50 آزمون کانون در3 سال,574 منطقه 2,1782 کشور
مهندسی مکانيک صنعتی شريف - پرديس خود گردان,143 آزمون کانون در6 سال,1081 منطقه 1,1791 کشور
مهندسی شيمی دانشگاه تهران,159 آزمون کانون در5 سال,1081 منطقه 1,1791 کشور
مهندسی کامپيوتر فردوسی مشهد,58 آزمون کانون در3 سال,582 منطقه 2,1805 کشور
مهندسی مکانيک علم و صنعت ايران,61 آزمون کانون در2 سال,585 منطقه 2,1810 کشور
مهندسی صنايع و سيستم ها صنعتی اميرکبير,121 آزمون کانون در2 سال,586 منطقه 2,1813 کشور
مهندسی شيمی صنعتی شريف,21 آزمون کانون در1 سال,591 منطقه 2,1824 کشور
مهندسی برق شهيد بهشتی تهران,14 آزمون کانون در1 سال,593 منطقه 2,1828 کشور
مهندسی کامپيوتر صنعتی شريف - پرديس خود گردان,32 آزمون کانون در2 سال,136 منطقه 3,1828 کشور
مهندسی صنايع و سيستم ها صنعتی اميرکبير,54 آزمون کانون در2 سال,596 منطقه 2,1837 کشور
کارشناسی ارشد علوم قضايی علوم قضايی و خدمات اداری تهران,46 آزمون کانون در3 سال,597 منطقه 2,1839 کشور
مهندسی هوا فضا صنعتی شريف,102 آزمون کانون در3 سال,599 منطقه 2,1847 کشور
مهندسی مکانيک علم و صنعت ايران,15 آزمون کانون در1 سال,1121 منطقه 1,1867 کشور
مهندسی هوا فضا صنعتی شريف,41 آزمون کانون در2 سال,607 منطقه 2,1867 کشور
مهندسی کامپيوتر دانشگاه شيراز,48 آزمون کانون در2 سال,141 منطقه 3,1875 کشور
مهندسی مکانيک علم و صنعت ايران,2 آزمون کانون در1 سال,1131 منطقه 1,1880 کشور
مهندسی برق شهيد بهشتی تهران,34 آزمون کانون در2 سال,612 منطقه 2,1886 کشور
مهندسی صنايع و سيستم ها صنعتی شريف,162 آزمون کانون در4 سال,143 منطقه 3,1906 کشور
مهندسی هوا فضا صنعتی شريف,33 آزمون کانون در2 سال,622 منطقه 2,1912 کشور
علوم مهندسی دانشگاه تهران,39 آزمون کانون در2 سال,623 منطقه 2,1913 کشور
مهندسی ساخت وتوليد صنعتی اميرکبير,19 آزمون کانون در1 سال,623 منطقه 2,1913 کشور
مهندسی هوا فضا صنعتی شريف,30 آزمون کانون در2 سال,625 منطقه 2,1916 کشور
مهندسی کامپيوتر تربيت دبير شهيد رجايی تهران,24 آزمون کانون در1 سال,627 منطقه 2,1919 کشور
مهندسی شيمی صنعتی شريف,36 آزمون کانون در2 سال,628 منطقه 2,1923 کشور
فيزيک دانشگاه تهران,63 آزمون کانون در2 سال,146 منطقه 3,1934 کشور
مهندسی برق شهيد بهشتی تهران,18 آزمون کانون در1 سال,1157 منطقه 1,1940 کشور
علوم کامپيوتر خواجه نصير تهران,115 آزمون کانون در4 سال,644 منطقه 2,1958 کشور
مهندسی کامپيوتر صنعتی اصفهان,19 آزمون کانون در1 سال,148 منطقه 3,1958 کشور
مهندسی کامپيوتر خوارزمی - تهران (کرج),26 آزمون کانون در2 سال,1168 منطقه 1,1961 کشور
مهندسی برق دانشگاه تهران,19 آزمون کانون در1 سال,150 منطقه 3,1967 کشور
مهندسی شيمی صنعتی شريف,49 آزمون کانون در2 سال,646 منطقه 2,1971 کشور
علوم کامپيوتر خواجه نصير تهران,61 آزمون کانون در3 سال,646 منطقه 2,1971 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی شيمی صنعتی شريف,125 آزمون کانون در4 سال,843 منطقه 2,2484 کشور
مهندسی شيمی دانشگاه تهران,103 آزمون کانون در3 سال,846 منطقه 2,2494 کشور
فيزيک صنعتی شريف,22 آزمون کانون در1 سال,1468 منطقه 1,2498 کشور
مهندسی مکانيک شهيد بهشتی تهران,23 آزمون کانون در1 سال,847 منطقه 2,2498 کشور
مهندسی برق خواجه نصير تهران,15 آزمون کانون در1 سال,1478 منطقه 1,2511 کشور
مهندسی عمران دانشگاه تهران,17 آزمون کانون در1 سال,1481 منطقه 1,2515 کشور
علوم کامپيوتر شهيد بهشتی تهران,14 آزمون کانون در1 سال,185 منطقه 3,2515 کشور
مهندسی کامپيوتر فردوسی مشهد,68 آزمون کانون در2 سال,188 منطقه 3,2539 کشور
مهندسی برق شهيد بهشتی تهران,52 آزمون کانون در3 سال,859 منطقه 2,2544 کشور
مهندسی مکانيک شهيد بهشتی تهران,232 آزمون کانون در5 سال,868 منطقه 2,2571 کشور
مهندسی برق تربيت دبير شهيد رجايی تهران,34 آزمون کانون در2 سال,871 منطقه 2,2582 کشور
مهندسی برق خواجه نصير تهران,31 آزمون کانون در1 سال,1523 منطقه 1,2587 کشور
مهندسی برق خواجه نصير تهران,241 آزمون کانون در8 سال,878 منطقه 2,2597 کشور
فيزيک صنعتی اميرکبير,36 آزمون کانون در2 سال,880 منطقه 2,2601 کشور
مهندسی کامپيوتر صنعتی نوشيروانی بابل,47 آزمون کانون در3 سال,885 منطقه 2,2615 کشور
مهندسی شيمی صنعتی شريف,58 آزمون کانون در2 سال,191 منطقه 3,2619 کشور
مهندسی برق خواجه نصير تهران,59 آزمون کانون در2 سال,193 منطقه 3,2625 کشور
رياضيات و کاربردها صنعتی شريف,71 آزمون کانون در2 سال,890 منطقه 2,2635 کشور
مهندسی شيمی دانشگاه تهران,110 آزمون کانون در6 سال,891 منطقه 2,2637 کشور
علوم کامپيوتر صنعتی شريف - پرديس خود گردان,39 آزمون کانون در2 سال,892 منطقه 2,2640 کشور
علوم کامپيوتر فردوسی مشهد,68 آزمون کانون در2 سال,894 منطقه 2,2644 کشور
مهندسی عمران دانشگاه تهران,39 آزمون کانون در2 سال,897 منطقه 2,2655 کشور
مهندسی برق خواجه نصير تهران,22 آزمون کانون در1 سال,1565 منطقه 1,2657 کشور
مهندسی مکانيک شهيد بهشتی تهران,44 آزمون کانون در2 سال,898 منطقه 2,2657 کشور
مهندسی برق خواجه نصير تهران,48 آزمون کانون در2 سال,899 منطقه 2,2659 کشور
مهندسی کامپيوتر تربيت دبير شهيد رجايی تهران,25 آزمون کانون در3 سال,1571 منطقه 1,2665 کشور
علوم کامپيوتر علم و صنعت ايران,83 آزمون کانون در3 سال,196 منطقه 3,2680 کشور
مهندسی برق خواجه نصير تهران,160 آزمون کانون در7 سال,1589 منطقه 1,2692 کشور
مهندسی کامپيوتر دانشگاه شيراز,14 آزمون کانون در1 سال,908 منطقه 2,2696 کشور
مهندسی کامپيوتر دانشگاه اصفهان,20 آزمون کانون در1 سال,197 منطقه 3,2696 کشور
مهندسی برق خواجه نصير تهران,39 آزمون کانون در2 سال,909 منطقه 2,2705 کشور
مهندسی برق صنعتی اصفهان,49 آزمون کانون در1 سال,912 منطقه 2,2711 کشور
مهندسی عمران دانشگاه تهران,19 آزمون کانون در1 سال,914 منطقه 2,2722 کشور
مهندسی عمران صنعتی اميرکبير,36 آزمون کانون در3 سال,1613 منطقه 1,2726 کشور
مهندسی شيمی صنعتی شريف,17 آزمون کانون در1 سال,199 منطقه 3,2733 کشور
مهندسی علم و مواد صنعتی شريف,100 آزمون کانون در5 سال,922 منطقه 2,2739 کشور
مهندسی برق فردوسی مشهد,29 آزمون کانون در2 سال,1623 منطقه 1,2748 کشور
مهندسی کامپيوتر دانشگاه تهران (قم),28 آزمون کانون در1 سال,925 منطقه 2,2748 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی صنايع و سيستم ها علم و صنعت ايران,107 آزمون کانون در4 سال,726 منطقه 2,2190 کشور
مهندسی کامپيوتر صنعتی اصفهان,49 آزمون کانون در2 سال,726 منطقه 2,2190 کشور
علوم کامپيوتر فردوسی مشهد,18 آزمون کانون در1 سال,728 منطقه 2,2193 کشور
مهندسی برق صنعتی اميرکبير- پرديس خودگردان,53 آزمون کانون در2 سال,732 منطقه 2,2213 کشور
مهندسی کامپيوتر دانشگاه شيراز,17 آزمون کانون در1 سال,734 منطقه 2,2218 کشور
مهندسی عمران صنعتی اميرکبير,14 آزمون کانون در1 سال,739 منطقه 2,2234 کشور
رياضيات و کاربردها دانشگاه تهران,41 آزمون کانون در2 سال,749 منطقه 2,2259 کشور
مهندسی مکانيک شهيد بهشتی تهران,156 آزمون کانون در4 سال,749 منطقه 2,2260 کشور
مهندسی کامپيوتر دانشگاه شيراز,15 آزمون کانون در1 سال,1343 منطقه 1,2264 کشور
مهندسی کامپيوتر صنعتی اصفهان,36 آزمون کانون در1 سال,754 منطقه 2,2276 کشور
مهندسی کامپيوتر دانشگاه الزهرا,41 آزمون کانون در1 سال,757 منطقه 2,2282 کشور
مهندسی ساخت وتوليد صنعتی اميرکبير,19 آزمون کانون در1 سال,1356 منطقه 1,2286 کشور
مهندسی مکانيک خواجه نصير تهران,21 آزمون کانون در2 سال,764 منطقه 2,2297 کشور
علوم مهندسی دانشگاه تهران,72 آزمون کانون در2 سال,764 منطقه 2,2297 کشور
مهندسی کامپيوتر صنعتی اصفهان,37 آزمون کانون در1 سال,767 منطقه 2,2301 کشور
مهندسی برق خواجه نصير تهران,168 آزمون کانون در4 سال,774 منطقه 2,2318 کشور
مهندسی ساخت وتوليد صنعتی اميرکبير,15 آزمون کانون در1 سال,774 منطقه 2,2318 کشور
مهندسی کامپيوتر دانشگاه شيراز,19 آزمون کانون در1 سال,776 منطقه 2,2323 کشور
مهندسی برق خواجه نصير تهران,18 آزمون کانون در1 سال,1376 منطقه 1,2327 کشور
مهندسی برق شهيد بهشتی تهران,19 آزمون کانون در1 سال,174 منطقه 3,2331 کشور
مهندسی برق شهيد بهشتی تهران,27 آزمون کانون در1 سال,783 منطقه 2,2335 کشور
مهندسی برق شهيد بهشتی تهران,47 آزمون کانون در2 سال,787 منطقه 2,2343 کشور
مهندسی کامپيوتر دانشگاه اصفهان,7 آزمون کانون در1 سال,793 منطقه 2,2357 کشور
مهندسی شيمی صنعتی شريف,41 آزمون کانون در2 سال,800 منطقه 2,2372 کشور
علوم مهندسی دانشگاه تهران,44 آزمون کانون در3 سال,802 منطقه 2,2378 کشور
مهندسی برق شهيد بهشتی تهران,39 آزمون کانون در1 سال,802 منطقه 2,2378 کشور
مهندسی کامپيوتر خوارزمی - تهران (کرج),12 آزمون کانون در1 سال,804 منطقه 2,2387 کشور
مهندسی صنايع و سيستم ها خواجه نصير تهران,80 آزمون کانون در4 سال,804 منطقه 2,2387 کشور
مهندسی کامپيوتر دانشگاه اصفهان,76 آزمون کانون در4 سال,807 منطقه 2,2391 کشور
مهندسی کامپيوتر علامه طباطبايی تهران,67 آزمون کانون در2 سال,811 منطقه 2,2397 کشور
مهندسی معماری شهيد بهشتی تهران,37 آزمون کانون در2 سال,814 منطقه 2,2406 کشور
مهندسی برق خواجه نصير تهران,57 آزمون کانون در2 سال,1420 منطقه 1,2413 کشور
مهندسی معماری تربيت دبير شهيد رجايی تهران,57 آزمون کانون در2 سال,820 منطقه 2,2419 کشور
مهندسی مکانيک دانشگاه يزد,24 آزمون کانون در1 سال,824 منطقه 2,2429 کشور
مهندسی صنايع و سيستم ها شهيد بهشتی تهران,13 آزمون کانون در1 سال,826 منطقه 2,2434 کشور
مهندسی مکانيک خواجه نصير تهران,46 آزمون کانون در3 سال,831 منطقه 2,2451 کشور
مهندسی کامپيوتر دانشگاه شيراز,24 آزمون کانون در1 سال,836 منطقه 2,2459 کشور
مهندسی عمران دانشگاه تهران,42 آزمون کانون در2 سال,843 منطقه 2,2484 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی شيمی صنعتی شريف,36 آزمون کانون در2 سال,248 منطقه 3,3106 کشور
مهندسی برق خواجه نصير تهران-نوبت دوم,39 آزمون کانون در3 سال,1827 منطقه 1,3117 کشور
مهندسی کامپيوتر دانشگاه اصفهان,33 آزمون کانون در1 سال,1040 منطقه 2,3117 کشور
علوم کامپيوتر خواجه نصير تهران,44 آزمون کانون در1 سال,250 منطقه 3,3117 کشور
مهندسی برق دانشگاه شيراز,112 آزمون کانون در4 سال,1831 منطقه 1,3127 کشور
مهندسی شيمی دانشگاه تهران,12 آزمون کانون در1 سال,1045 منطقه 2,3127 کشور
مهندسی کامپيوتر دانشگاه گيلان - رشت,31 آزمون کانون در2 سال,1059 منطقه 2,3158 کشور
مهندسی انرژی صنعتی اميرکبير,36 آزمون کانون در2 سال,1062 منطقه 2,3163 کشور
مهندسی برق خواجه نصير تهران,61 آزمون کانون در2 سال,1065 منطقه 2,3173 کشور
مهندسی مکانيک فردوسی مشهد,48 آزمون کانون در2 سال,1066 منطقه 2,3178 کشور
مهندسی شيمی دانشگاه تهران,20 آزمون کانون در1 سال,1077 منطقه 2,3210 کشور
مهندسی هوا فضا صنعتی اميرکبير,60 آزمون کانون در2 سال,1100 منطقه 2,3264 کشور
مهندسی کامپيوتر دانشگاه اصفهان,44 آزمون کانون در2 سال,1106 منطقه 2,3294 کشور
مهندسی برق خواجه نصير تهران-نوبت دوم,33 آزمون کانون در2 سال,1931 منطقه 1,3296 کشور
مهندسی انرژی صنعتی اميرکبير,101 آزمون کانون در3 سال,1113 منطقه 2,3312 کشور
مهندسی عمران خواجه نصير تهران,25 آزمون کانون در1 سال,1948 منطقه 1,3326 کشور
مهندسی عمران صنعتی اميرکبير,18 آزمون کانون در1 سال,1118 منطقه 2,3326 کشور
مهندسی کامپيوتر دانشگاه تبريز,11 آزمون کانون در1 سال,1122 منطقه 2,3335 کشور
مهندسی کامپيوتر دانشگاه گيلان - رشت,31 آزمون کانون در2 سال,1125 منطقه 2,3344 کشور
مهندسی عمران علم و صنعت ايران,81 آزمون کانون در3 سال,1125 منطقه 2,3344 کشور
روانشناسی دانشگاه تهران,21 آزمون کانون در2 سال,1961 منطقه 1,3351 کشور
مهندسی کامپيوتر دانشگاه اصفهان,36 آزمون کانون در2 سال,1128 منطقه 2,3351 کشور
مهندسی برق صنعتی اصفهان,31 آزمون کانون در2 سال,265 منطقه 3,3365 کشور
مهندسی کامپيوتر دانشگاه تبريز,166 آزمون کانون در7 سال,265 منطقه 3,3365 کشور
مهندسی صنايع و سيستم ها صنعتی اصفهان,78 آزمون کانون در3 سال,1133 منطقه 2,3370 کشور
مهندسی علم و مواد صنعتی شريف,44 آزمون کانون در2 سال,1135 منطقه 2,3374 کشور
مهندسی برق تربيت دبير شهيد رجايی تهران,16 آزمون کانون در1 سال,1135 منطقه 2,3374 کشور
مهندسی انرژی صنعتی اميرکبير,69 آزمون کانون در2 سال,1977 منطقه 1,3383 کشور
مهندسی کامپيوتر دانشگاه اصفهان,31 آزمون کانون در1 سال,1143 منطقه 2,3390 کشور
مهندسی مکانيک خواجه نصير تهران-نوبت دوم,70 آزمون کانون در2 سال,1147 منطقه 2,3402 کشور
مهندسی شيمی دانشگاه تهران,38 آزمون کانون در2 سال,1147 منطقه 2,3402 کشور
آمار دانشگاه تهران,10 آزمون کانون در1 سال,1990 منطقه 1,3407 کشور
مهندسی کامپيوتر صنعتی نوشيروانی بابل,34 آزمون کانون در1 سال,1152 منطقه 2,3421 کشور
مهندسی وعلم مواد دانشگاه تهران,25 آزمون کانون در2 سال,2007 منطقه 1,3433 کشور
مهندسی کامپيوتر صنعتی اصفهان,20 آزمون کانون در1 سال,273 منطقه 3,3436 کشور
مهندسی شيمی دانشگاه تهران,21 آزمون کانون در3 سال,1166 منطقه 2,3454 کشور
فيزيک دانشگاه تهران,15 آزمون کانون در1 سال,1169 منطقه 2,3466 کشور
مهندسی نفت و انرژی زمين صنعتی شريف,46 آزمون کانون در2 سال,275 منطقه 3,3485 کشور
رشته قبولی,"تعداد  آزمون ها(در مجموع چند سال)",رتبه در منطقه,رتبه کشوری
مهندسی برق خواجه نصير تهران-نوبت دوم,115 آزمون کانون در7 سال,928 منطقه 2,2756 کشور
علوم کامپيوتر علم و صنعت ايران,77 آزمون کانون در4 سال,202 منطقه 3,2766 کشور
مهندسی پزشکی صنعتی اميرکبير- پرديس خودگردان,43 آزمون کانون در2 سال,1633 منطقه 1,2767 کشور
مهندسی مکانيک دانشگاه تهران,80 آزمون کانون در2 سال,204 منطقه 3,2772 کشور
مهندسی شيمی صنعتی شريف,70 آزمون کانون در2 سال,205 منطقه 3,2778 کشور
مهندسی معماری صنعتی اميرکبير,40 آزمون کانون در2 سال,936 منطقه 2,2782 کشور
مهندسی مکانيک صنعتی اميرکبير,37 آزمون کانون در2 سال,206 منطقه 3,2782 کشور
مهندسی کامپيوتر دانشگاه تبريز,286 آزمون کانون در11 سال,938 منطقه 2,2786 کشور
مهندسی برق فردوسی مشهد,77 آزمون کانون در3 سال,1653 منطقه 1,2803 کشور
مهندسی شيمی صنعتی شريف,64 آزمون کانون در2 سال,212 منطقه 3,2806 کشور
مهندسی هوا فضا شهيد بهشتی تهران,47 آزمون کانون در3 سال,1656 منطقه 1,2810 کشور
مهندسی پزشکی صنعتی اميرکبير,18 آزمون کانون در1 سال,947 منطقه 2,2826 کشور
مهندسی برق دانشگاه شيراز,30 آزمون کانون در2 سال,948 منطقه 2,2830 کشور
مهندسی علم و مواد صنعتی شريف,67 آزمون کانون در2 سال,948 منطقه 2,2830 کشور
مهندسی صنايع و سيستم ها شهيد بهشتی تهران,25 آزمون کانون در1 سال,950 منطقه 2,2833 کشور
مهندسی کامپيوتر دانشگاه اصفهان,209 آزمون کانون در4 سال,953 منطقه 2,2852 کشور
مهندسی برق شهيد بهشتی تهران,29 آزمون کانون در1 سال,1689 منطقه 1,2862 کشور
فيزيک صنعتی شريف,15 آزمون کانون در1 سال,219 منطقه 3,2870 کشور
مهندسی کامپيوتر صنعتی اصفهان,42 آزمون کانون در1 سال,958 منطقه 2,2875 کشور
مهندسی کامپيوتر صنعتی اصفهان,58 آزمون کانون در2 سال,966 منطقه 2,2899 کشور
مهندسی صنايع و سيستم ها خواجه نصير تهران,25 آزمون کانون در1 سال,966 منطقه 2,2899 کشور
مهندسی عمران صنعتی اميرکبير,40 آزمون کانون در3 سال,974 منطقه 2,2918 کشور
مهندسی نفت و انرژی زمين صنعتی شريف,30 آزمون کانون در2 سال,1729 منطقه 1,2943 کشور
مهندسی صنايع و سيستم ها شهيد بهشتی تهران,66 آزمون کانون در2 سال,1729 منطقه 1,2943 کشور
مهندسی کامپيوتر دانشگاه اصفهان,23 آزمون کانون در2 سال,990 منطقه 2,2957 کشور
مهندسی عمران علم و صنعت ايران,28 آزمون کانون در2 سال,995 منطقه 2,2974 کشور
مهندسی صنايع و سيستم ها دانشگاه الزهرا,28 آزمون کانون در1 سال,997 منطقه 2,2979 کشور
مهندسی برق شهيد بهشتی تهران,44 آزمون کانون در2 سال,235 منطقه 3,2979 کشور
مهندسی شيمی دانشگاه تهران,181 آزمون کانون در4 سال,999 منطقه 2,2984 کشور
مهندسی مکانيک شهيد بهشتی تهران,30 آزمون کانون در1 سال,999 منطقه 2,2984 کشور
مهندسی اويونيک دانشگاه اصفهان,57 آزمون کانون در2 سال,1004 منطقه 2,3011 کشور
مهندسی برق شهيد بهشتی تهران,15 آزمون کانون در1 سال,1773 منطقه 1,3020 کشور
مهندسی صنايع و سيستم ها فردوسی مشهد,51 آزمون کانون در2 سال,1012 منطقه 2,3038 کشور
مهندسی اويونيک دانشگاه اصفهان,47 آزمون کانون در2 سال,1017 منطقه 2,3048 کشور
مهندسی کامپيوتر دانشگاه تهران (قم),34 آزمون کانون در2 سال,1017 منطقه 2,3050 کشور
مهندسی برق خواجه نصير تهران,42 آزمون کانون در2 سال,1021 منطقه 2,3062 کشور
